time-point	#client-msg	#server-msg	client-bytes	server-bytes	avg-client-bytes	avg-server-bytes
2018-02-08 17:42:14	38	20	694	1956	18.26	97.80	1045	4	bus	dead
2018-02-08 17:42:15	37	20	709	2308	19.16	115.40	1046	4	bus	dead
2018-02-08 17:42:16	39	20	727	2484	18.64	124.20	1047	4	bus	dead
2018-02-08 17:42:17	40	20	760	2148	19.00	107.40	1048	4	storm	dead
2018-02-08 17:42:18	42	20	778	2292	18.52	114.60	1049	4	storm	dead
2018-02-08 17:42:19	42	20	778	1652	18.52	82.60	1050	4	move	dead
2018-02-08 17:42:20	39	20	727	2084	18.64	104.20	1051	4	move	dead
2018-02-08 17:42:21	40	20	744	2228	18.60	111.40	1052	4	move	dead
2018-02-08 17:42:22	41	20	761	1924	18.56	96.20	1053	4	move	dead
2018-02-08 17:42:23	29	19	589	1923	20.31	101.21	1054	4	move	dead
2018-02-08 17:42:24	38	19	710	2019	18.68	106.26	1055	4	move	dead
2018-02-08 17:42:25	41	21	761	2453	18.56	116.81	1056	4	move	dead
2018-02-08 17:42:26	41	19	761	1843	18.56	97.00	1057	4	move	dead
2018-02-08 17:42:27	40	20	760	2260	19.00	113.00	1058	4	move	dead
2018-02-08 17:42:28	39	20	727	2116	18.64	105.80	1059	4	move	dead
2018-02-08 17:42:29	40	20	728	2516	18.20	125.80	1060	4	move	dead
2018-02-08 17:42:30	42	20	778	3364	18.52	168.20	1061	4	move	dead
2018-02-08 17:42:31	39	20	743	2852	19.05	142.60	1062	4	bus	dead
2018-02-08 17:42:32	38	20	742	3300	19.53	165.00	1063	4	move	dead
2018-02-08 17:42:33	36	20	692	3396	19.22	169.80	1064	4	move	dead
2018-02-08 17:42:34	39	20	727	3700	18.64	185.00	1065	4	storm	dead
2018-02-08 17:42:35	39	20	711	3156	18.23	157.80	1066	4	storm	dead
2018-02-08 17:42:36	40	20	744	3636	18.60	181.80	1067	4	move	dead
2018-02-08 17:42:37	38	20	726	3956	19.11	197.80	1068	4	move	dead
2018-02-08 17:42:38	41	19	761	3507	18.56	184.58	1069	4	move	dead
2018-02-08 17:42:39	40	21	744	4085	18.60	194.52	1070	4	move	dead
2018-02-08 17:42:40	40	19	728	3155	18.20	166.05	1071	4	move	dead
2018-02-08 17:42:41	41	21	761	3589	18.56	170.90	1072	4	move	dead
2018-02-08 17:42:42	40	20	760	3444	19.00	172.20	1073	4	move	dead
2018-02-08 17:42:43	40	19	744	2691	18.60	141.63	1074	4	move	dead
2018-02-08 17:42:44	40	20	744	2644	18.60	132.20	1075	4	move	dead
2018-02-08 17:42:45	39	20	711	2980	18.23	149.00	1076	4	bus	dead
2018-02-08 17:42:46	39	21	759	4533	19.46	215.86	1077	4	bus	dead
2018-02-08 17:42:47	39	20	1527	3844	39.15	192.20	1078	4	bus	dead
2018-02-08 17:42:48	40	20	744	3428	18.60	171.40	1079	4	move	dead
2018-02-08 17:42:49	39	20	727	2788	18.64	139.40	1080	4	storm	dead
2018-02-08 17:42:50	39	20	711	2788	18.23	139.40	1081	4	move	dead
2018-02-08 17:42:51	37	20	693	3316	18.73	165.80	1082	4	bus	dead
2018-02-08 17:42:52	35	22	691	4486	19.74	203.91	1083	4	bus	dead
2018-02-08 17:42:53	33	22	641	4662	19.42	211.91	1084	4	bus	dead
2018-02-08 17:42:54	30	20	590	2820	19.67	141.00	1085	4	bus	dead
2018-02-08 17:42:55	31	20	623	2676	20.10	133.80	1086	4	bus	dead
2018-02-08 17:42:56	33	22	625	6998	18.94	318.09	1087	3	bus	dead
2018-02-08 17:42:57	31	20	607	2916	19.58	145.80	1088	3	bus	dead
2018-02-08 17:42:58	33	19	641	1811	19.42	95.32	1089	3	bus	dead
2018-02-08 17:42:59	35	21	659	2181	18.83	103.86	1090	3	bus	dead
2018-02-08 17:43:00	37	20	677	2532	18.30	126.60	1091	3	storm	dead
2018-02-08 17:43:01	38	20	726	1876	19.11	93.80	1092	3	storm	dead
2018-02-08 17:43:02	38	20	726	2612	19.11	130.60	1093	3	bus	dead
2018-02-08 17:43:03	34	20	658	2052	19.35	102.60	1094	3	storm	dead
2018-02-08 17:43:04	36	20	676	2212	18.78	110.60	1095	3	move	dead
2018-02-08 17:43:05	38	19	710	1699	18.68	89.42	1096	3	move	dead
2018-02-08 17:43:06	42	20	762	1716	18.14	85.80	1097	3	move	dead
2018-02-08 17:43:07	41	20	761	1636	18.56	81.80	1098	3	move	dead
2018-02-08 17:43:08	41	20	777	1908	18.95	95.40	1099	3	move	dead
2018-02-08 17:43:09	38	20	710	2212	18.68	110.60	1100	3	move	dead
2018-02-08 17:43:10	36	20	708	2132	19.67	106.60	1101	3	move	dead
2018-02-08 17:43:11	40	20	744	2020	18.60	101.00	1102	3	move	dead
2018-02-08 17:43:12	37	20	677	1668	18.30	83.40	1103	3	move	dead
2018-02-08 17:43:13	39	20	743	1780	19.05	89.00	1104	3	storm	dead
2018-02-08 17:43:14	39	20	727	1476	18.64	73.80	1105	3	move	dead
2018-02-08 17:43:15	41	20	761	2548	18.56	127.40	1106	3	bus	dead
2018-02-08 17:43:16	38	20	710	1796	18.68	89.80	1107	3	move	dead
2018-02-08 17:43:17	42	20	778	2372	18.52	118.60	1108	3	bus	dead
2018-02-08 17:43:18	39	20	727	2212	18.64	110.60	1109	3	bus	dead
2018-02-08 17:43:19	36	20	676	1748	18.78	87.40	1110	3	bus	dead
2018-02-08 17:43:20	33	20	641	1892	19.42	94.60	1111	3	move	dead
2018-02-08 17:43:21	35	20	675	2100	19.29	105.00	1112	3	move	dead
2018-02-08 17:43:22	30	20	574	2228	19.13	111.40	1113	3	bus	dead
2018-02-08 17:43:23	39	19	759	2467	19.46	129.84	1114	3	bus	dead
2018-02-08 17:43:24	39	20	727	2580	18.64	129.00	1115	3	bus	dead
2018-02-08 17:43:25	36	20	692	2756	19.22	137.80	1116	3	bus	dead
2018-02-08 17:43:26	34	20	642	2804	18.88	140.20	1117	3	bus	dead
2018-02-08 17:43:27	30	20	574	2964	19.13	148.20	1118	3	bus	dead
2018-02-08 17:43:28	33	20	641	3092	19.42	154.60	1119	3	bus	dead
2018-02-08 17:43:29	32	20	640	2900	20.00	145.00	1120	3	move	dead
2018-02-08 17:43:30	33	20	641	2932	19.42	146.60	1121	3	move	dead
2018-02-08 17:43:31	31	20	607	2372	19.58	118.60	1122	3	move	dead
2018-02-08 17:43:32	32	20	608	3012	19.00	150.60	1123	3	move	dead
2018-02-08 17:43:33	35	20	691	2740	19.74	137.00	1124	3	move	dead
2018-02-08 17:43:34	34	20	642	2500	18.88	125.00	1125	3	bus	dead
2018-02-08 17:43:35	35	20	659	2580	18.83	129.00	1126	3	bus	dead
2018-02-08 17:43:36	33	20	625	2356	18.94	117.80	1127	3	move	dead
2018-02-08 17:43:37	31	20	623	2116	20.10	105.80	1128	3	bus	dead
2018-02-08 17:43:38	33	20	641	2036	19.42	101.80	1129	3	bus	dead
2018-02-08 17:43:39	36	20	676	1764	18.78	88.20	1130	3	move	dead
2018-02-08 17:43:40	35	20	659	1812	18.83	90.60	1131	3	move	dead
2018-02-08 17:43:41	35	19	643	1347	18.37	70.89	1132	3	move	dead
2018-02-08 17:43:42	36	21	676	1669	18.78	79.48	1133	3	move	dead
2018-02-08 17:43:43	32	19	624	2147	19.50	113.00	1134	3	move	dead
2018-02-08 17:43:44	33	20	641	1956	19.42	97.80	1135	3	bus	dead
2018-02-08 17:43:45	39	20	727	2052	18.64	102.60	1136	3	move	dead
2018-02-08 17:43:46	37	20	693	1876	18.73	93.80	1137	3	move	dead
2018-02-08 17:43:47	40	20	920	2132	23.00	106.60	1138	3	move	dead
2018-02-08 17:43:48	39	20	743	1700	19.05	85.00	1139	3	move	dead
2018-02-08 17:43:49	40	20	744	1652	18.60	82.60	1140	3	move	dead
2018-02-08 17:43:50	40	20	744	1460	18.60	73.00	1141	3	bus	dead
2018-02-08 17:43:51	40	20	744	1524	18.60	76.20	1142	3	move	dead
2018-02-08 17:43:52	39	20	711	1844	18.23	92.20	1143	3	move	dead
2018-02-08 17:43:53	40	20	760	1844	19.00	92.20	1144	3	move	dead
2018-02-08 17:43:54	37	20	693	1940	18.73	97.00	1145	3	bus	dead
2018-02-08 17:43:55	38	20	710	1652	18.68	82.60	1146	3	bus	dead
2018-02-08 17:43:56	32	20	592	1476	18.50	73.80	1147	3	bus	dead
2018-02-08 17:43:57	37	20	709	1476	19.16	73.80	1148	3	bus	dead
2018-02-08 17:43:58	38	20	742	1732	19.53	86.60	1149	3	move	dead
2018-02-08 17:43:59	38	19	710	1811	18.68	95.32	1150	3	bus	dead
2018-02-08 17:44:00	39	21	727	1701	18.64	81.00	1151	3	bus	dead
2018-02-08 17:44:01	35	20	675	2260	19.29	113.00	1152	3	move	dead
2018-02-08 17:44:02	36	19	676	2291	18.78	120.58	1153	3	move	dead
2018-02-08 17:44:03	37	20	693	2436	18.73	121.80	1154	3	storm	dead
2018-02-08 17:44:04	37	20	709	2148	19.16	107.40	1155	3	bus	dead
2018-02-08 17:44:05	38	20	710	1988	18.68	99.40	1156	3	move	dead
2018-02-08 17:44:06	41	20	761	1476	18.56	73.80	1157	3	move	dead
2018-02-08 17:44:07	40	20	744	2036	18.60	101.80	1158	3	move	dead
2018-02-08 17:44:08	36	20	692	1844	19.22	92.20	1159	3	bus	dead
2018-02-08 17:44:09	36	20	660	1604	18.33	80.20	1160	3	move	dead
2018-02-08 17:44:10	36	20	692	1572	19.22	78.60	1161	3	move	dead
2018-02-08 17:44:11	34	20	658	2404	19.35	120.20	1162	3	move	dead
2018-02-08 17:44:12	33	20	625	2596	18.94	129.80	1163	3	move	dead
2018-02-08 17:44:13	35	20	675	2628	19.29	131.40	1164	3	move	dead
2018-02-08 17:44:14	38	20	694	1236	18.26	61.80	1165	3	move	dead
2018-02-08 17:44:15	41	20	761	1348	18.56	67.40	1166	3	move	dead
2018-02-08 17:44:16	37	20	693	1316	18.73	65.80	1167	3	move	dead
2018-02-08 17:44:17	36	20	676	996	18.78	49.80	1168	3	move	dead
2018-02-08 17:44:18	37	20	725	1140	19.59	57.00	1169	3	move	dead
2018-02-08 17:44:19	37	20	677	1060	18.30	53.00	1170	3	move	dead
2018-02-08 17:44:20	40	20	744	1124	18.60	56.20	1171	3	move	dead
2018-02-08 17:44:21	40	19	744	819	18.60	43.11	1172	3	bus	dead
2018-02-08 17:44:22	41	20	761	1284	18.56	64.20	1173	3	bus	dead
2018-02-08 17:44:23	41	20	777	1188	18.95	59.40	1174	3	bus	dead
2018-02-08 17:44:24	39	20	711	1252	18.23	62.60	1175	3	storm	dead
2018-02-08 17:44:25	32	20	608	1444	19.00	72.20	1176	3	storm	dead
2018-02-08 17:44:26	23	20	471	1508	20.48	75.40	1177	3	storm	dead
2018-02-08 17:44:27	41	20	761	1844	18.56	92.20	1178	3	storm	dead
2018-02-08 17:44:28	40	20	760	1412	19.00	70.60	1179	3	storm	dead
2018-02-08 17:44:29	41	20	761	1604	18.56	80.20	1180	3	bus	dead
2018-02-08 17:44:30	40	20	728	1380	18.20	69.00	1181	3	storm	dead
2018-02-08 17:44:31	40	20	760	1396	19.00	69.80	1182	3	storm	dead
2018-02-08 17:44:32	38	20	710	1412	18.68	70.60	1183	3	storm	dead
2018-02-08 17:44:33	40	20	760	1652	19.00	82.60	1184	3	bus	dead
2018-02-08 17:44:34	40	20	744	1684	18.60	84.20	1185	3	storm	dead
2018-02-08 17:44:35	41	20	761	1172	18.56	58.60	1186	3	storm	dead
2018-02-08 17:44:36	40	20	728	1332	18.20	66.60	1187	3	storm	dead
2018-02-08 17:44:37	38	19	710	1043	18.68	54.89	1188	3	storm	dead
2018-02-08 17:44:38	41	21	777	1125	18.95	53.57	1189	3	storm	dead
2018-02-08 17:44:39	39	19	727	1235	18.64	65.00	1190	3	bus	dead
2018-02-08 17:44:40	41	20	761	1380	18.56	69.00	1191	3	move	dead
2018-02-08 17:44:41	39	20	727	1348	18.64	67.40	1192	3	move	dead
2018-02-08 17:44:42	40	20	728	1460	18.20	73.00	1193	3	move	dead
2018-02-08 17:44:43	39	20	743	1268	19.05	63.40	1194	3	bus	dead
2018-02-08 17:44:44	37	20	693	1332	18.73	66.60	1195	3	bus	dead
2018-02-08 17:44:45	34	20	658	1540	19.35	77.00	1196	3	bus	dead
2018-02-08 17:44:46	34	20	658	1332	19.35	66.60	1197	3	bus	dead
2018-02-08 17:44:47	39	20	711	1220	18.23	61.00	1198	3	storm	dead
2018-02-08 17:44:48	37	20	917	2164	24.78	108.20	1199	3	move	dead
2018-02-08 17:44:49	38	20	726	1364	19.11	68.20	1200	3	move	dead
2018-02-08 17:44:50	40	20	744	1220	18.60	61.00	1201	3	move	dead
2018-02-08 17:44:51	39	20	727	1236	18.64	61.80	1202	3	move	dead
2018-02-08 17:44:52	40	20	760	1236	19.00	61.80	1203	3	move	dead
2018-02-08 17:44:53	39	20	727	1124	18.64	56.20	1204	3	move	dead
2018-02-08 17:44:54	39	20	727	724	18.64	36.20	1205	3	move	dead
2018-02-08 17:44:55	40	20	744	964	18.60	48.20	1206	3	move	dead
2018-02-08 17:44:56	39	20	727	1780	18.64	89.00	1207	3	move	dead
2018-02-08 17:44:57	38	20	710	1348	18.68	67.40	1208	3	move	dead
2018-02-08 17:44:58	38	20	726	676	19.11	33.80	1209	3	move	dead
2018-02-08 17:44:59	38	20	710	916	18.68	45.80	1210	3	move	dead
2018-02-08 17:45:00	36	19	676	1107	18.78	58.26	1211	3	move	dead
2018-02-08 17:45:01	36	20	708	820	19.67	41.00	1212	3	move	dead
2018-02-08 17:45:02	39	20	743	708	19.05	35.40	1213	3	move	dead
2018-02-08 17:45:03	40	20	744	836	18.60	41.80	1214	3	move	dead
2018-02-08 17:45:04	39	20	727	788	18.64	39.40	1215	3	move	dead
2018-02-08 17:45:05	41	20	761	804	18.56	40.20	1216	3	move	dead
2018-02-08 17:45:06	40	20	744	772	18.60	38.60	1217	3	move	dead
2018-02-08 17:45:07	39	20	727	708	18.64	35.40	1218	3	move	dead
2018-02-08 17:45:08	39	20	743	1364	19.05	68.20	1219	3	move	dead
2018-02-08 17:45:09	41	20	761	1652	18.56	82.60	1220	3	move	dead
2018-02-08 17:45:10	39	20	727	2532	18.64	126.60	1221	3	move	dead
2018-02-08 17:45:11	35	20	691	1060	19.74	53.00	1222	3	move	dead
2018-02-08 17:45:12	37	20	693	1332	18.73	66.60	1223	3	move	dead
2018-02-08 17:45:13	38	20	742	1780	19.53	89.00	1224	3	move	dead
2018-02-08 17:45:14	39	20	711	2004	18.23	100.20	1225	3	move	dead
2018-02-08 17:45:15	40	20	744	1332	18.60	66.60	1226	3	move	dead
2018-02-08 17:45:16	39	20	727	1220	18.64	61.00	1227	3	move	dead
2018-02-08 17:45:17	40	20	744	1044	18.60	52.20	1228	3	move	dead
2018-02-08 17:45:18	40	19	760	1315	19.00	69.21	1229	3	move	dead
2018-02-08 17:45:19	41	20	761	1636	18.56	81.80	1230	3	move	dead
2018-02-08 17:45:20	38	20	710	1412	18.68	70.60	1231	3	move	dead
2018-02-08 17:45:21	38	20	710	1236	18.68	61.80	1232	3	bus	dead
2018-02-08 17:45:22	37	20	693	1332	18.73	66.60	1233	3	move	dead
2018-02-08 17:45:23	36	20	708	836	19.67	41.80	1234	3	move	dead
2018-02-08 17:45:24	38	20	694	1076	18.26	53.80	1235	3	move	dead
2018-02-08 17:45:25	39	20	743	964	19.05	48.20	1236	3	move	dead
2018-02-08 17:45:26	40	20	744	836	18.60	41.80	1237	3	move	dead
2018-02-08 17:45:27	40	20	744	900	18.60	45.00	1238	3	move	dead
2018-02-08 17:45:28	40	20	760	980	19.00	49.00	1239	3	move	dead
2018-02-08 17:45:29	39	20	727	932	18.64	46.60	1240	3	move	dead
2018-02-08 17:45:30	42	20	778	660	18.52	33.00	1241	3	move	dead
2018-02-08 17:45:31	38	20	726	580	19.11	29.00	1242	3	move	dead
2018-02-08 17:45:32	40	20	744	932	18.60	46.60	1243	3	move	dead
2018-02-08 17:45:33	39	20	727	884	18.64	44.20	1244	3	move	dead
2018-02-08 17:45:34	39	20	727	932	18.64	46.60	1245	3	move	dead
2018-02-08 17:45:35	40	19	744	627	18.60	33.00	1246	3	move	dead
2018-02-08 17:45:36	38	20	710	1076	18.68	53.80	1247	3	move	dead
2018-02-08 17:45:37	38	20	710	1060	18.68	53.00	1248	3	move	dead
2018-02-08 17:45:38	35	20	675	1108	19.29	55.40	1249	3	bus	dead
2018-02-08 17:45:39	40	20	728	1284	18.20	64.20	1250	3	move	dead
2018-02-08 17:45:40	35	20	659	1508	18.83	75.40	1251	3	move	dead
2018-02-08 17:45:41	35	20	675	1140	19.29	57.00	1252	3	storm	dead
2018-02-08 17:45:42	37	20	693	1092	18.73	54.60	1253	3	bus	dead
2018-02-08 17:45:43	36	20	708	1556	19.67	77.80	1254	3	move	dead
2018-02-08 17:45:44	32	20	592	1556	18.50	77.80	1255	3	bus	dead
2018-02-08 17:45:45	33	20	641	1476	19.42	73.80	1256	3	storm	dead
2018-02-08 17:45:46	31	20	591	1748	19.06	87.40	1257	3	bus	dead
2018-02-08 17:45:47	32	20	592	1828	18.50	91.40	1258	3	storm	dead
2018-02-08 17:45:48	33	20	641	1316	19.42	65.80	1259	3	move	dead
2018-02-08 17:45:49	33	20	625	1972	18.94	98.60	1260	3	move	dead
2018-02-08 17:45:50	32	20	816	2100	25.50	105.00	1261	3	move	dead
2018-02-08 17:45:51	31	19	575	1779	18.55	93.63	1262	3	bus	dead
2018-02-08 17:45:52	32	21	624	2021	19.50	96.24	1263	3	bus	dead
2018-02-08 17:45:53	31	20	607	2948	19.58	147.40	1264	3	bus	dead
2018-02-08 17:45:54	31	19	607	2323	19.58	122.26	1265	3	bus	dead
2018-02-08 17:45:55	32	20	640	3604	20.00	180.20	1266	3	bus	dead
2018-02-08 17:45:56	38	20	694	2772	18.26	138.60	1267	3	bus	dead
2018-02-08 17:45:57	40	20	744	2820	18.60	141.00	1268	3	move	dead
2018-02-08 17:45:58	33	20	641	2228	19.42	111.40	1269	3	move	dead
2018-02-08 17:45:59	38	20	710	1572	18.68	78.60	1270	3	move	dead
2018-02-08 17:46:00	40	20	744	1508	18.60	75.40	1271	3	move	dead
2018-02-08 17:46:01	40	20	760	1460	19.00	73.00	1272	3	move	dead
2018-02-08 17:46:02	38	19	694	1571	18.26	82.68	1273	3	move	dead
2018-02-08 17:46:03	39	21	743	1813	19.05	86.33	1274	3	move	dead
2018-02-08 17:46:04	40	20	744	1700	18.60	85.00	1275	3	move	dead
2018-02-08 17:46:05	40	20	744	1700	18.60	85.00	1276	3	move	dead
2018-02-08 17:46:06	39	20	711	1508	18.23	75.40	1277	3	move	dead
2018-02-08 17:46:07	33	20	625	1332	18.94	66.60	1278	3	move	dead
2018-02-08 17:46:08	38	20	742	1444	19.53	72.20	1279	3	move	dead
2018-02-08 17:46:09	37	20	693	1220	18.73	61.00	1280	3	move	dead
2018-02-08 17:46:10	36	20	676	1044	18.78	52.20	1281	3	bus	dead
2018-02-08 17:46:11	39	20	711	1284	18.23	64.20	1282	3	bus	dead
2018-02-08 17:46:12	36	19	676	1395	18.78	73.42	1283	3	bus	dead
2018-02-08 17:46:13	39	20	743	2004	19.05	100.20	1284	3	bus	dead
2018-02-08 17:46:14	36	20	676	1588	18.78	79.40	1285	3	bus	dead
2018-02-08 17:46:15	36	20	692	1924	19.22	96.20	1286	3	move	dead
2018-02-08 17:46:16	34	20	642	1828	18.88	91.40	1287	3	bus	dead
2018-02-08 17:46:17	34	21	722	2549	21.24	121.38	1288	3	bus	dead
2018-02-08 17:46:18	33	20	721	3012	21.85	150.60	1289	3	bus	dead
2018-02-08 17:46:19	33	20	721	2740	21.85	137.00	1290	3	bus	dead
2018-02-08 17:46:20	31	20	639	1972	20.61	98.60	1291	3	bus	dead
2018-02-08 17:46:21	31	20	607	1748	19.58	87.40	1292	3	bus	dead
2018-02-08 17:46:22	31	20	607	1812	19.58	90.60	1293	3	bus	dead
2018-02-08 17:46:23	35	20	675	1652	19.29	82.60	1294	3	move	dead
2018-02-08 17:46:24	37	20	709	1668	19.16	83.40	1295	3	bus	dead
2018-02-08 17:46:25	38	20	726	2052	19.11	102.60	1296	3	move	dead
2018-02-08 17:46:26	41	20	761	1940	18.56	97.00	1297	3	move	dead
2018-02-08 17:46:27	37	20	677	1636	18.30	81.80	1298	3	move	dead
2018-02-08 17:46:28	36	20	692	1460	19.22	73.00	1299	3	move	dead
2018-02-08 17:46:29	38	20	710	1716	18.68	85.80	1300	3	move	dead
2018-02-08 17:46:30	37	19	693	1923	18.73	101.21	1301	3	move	dead
2018-02-08 17:46:31	35	21	659	2517	18.83	119.86	1302	3	move	dead
2018-02-08 17:46:32	32	20	624	3700	19.50	185.00	1303	3	bus	dead
2018-02-08 17:46:33	33	21	641	4117	19.42	196.05	1304	3	bus	dead
2018-02-08 17:46:34	33	20	641	4132	19.42	206.60	1305	3	bus	dead
2018-02-08 17:46:35	32	22	608	5814	19.00	264.27	1306	3	bus	dead
2018-02-08 17:46:36	31	22	607	5622	19.58	255.55	1307	3	bus	dead
2018-02-08 17:46:37	31	20	607	3524	19.58	176.20	1308	3	bus	dead
2018-02-08 17:46:38	32	20	656	3812	20.50	190.60	1309	3	bus	dead
2018-02-08 17:46:39	31	20	591	3508	19.06	175.40	1310	3	move	dead
2018-02-08 17:46:40	29	20	573	3092	19.76	154.60	1311	3	move	dead
2018-02-08 17:46:41	29	20	573	2740	19.76	137.00	1312	3	storm	dead
2018-02-08 17:46:42	29	20	557	2452	19.21	122.60	1313	3	bus	dead
2018-02-08 17:46:43	29	20	589	2388	20.31	119.40	1314	3	bus	dead
2018-02-08 17:46:44	31	20	623	2068	20.10	103.40	1315	3	bus	dead
2018-02-08 17:46:45	29	20	557	2356	19.21	117.80	1316	3	bus	dead
2018-02-08 17:46:46	29	20	589	2004	20.31	100.20	1317	move	dead
2018-02-08 17:46:47	30	20	606	1972	20.20	98.60	1318	3	bus	dead
2018-02-08 17:46:48	33	20	673	2020	20.39	101.00	1319	3	bus	dead
2018-02-08 17:46:49	35	20	675	2212	19.29	110.60	1320	3	bus	dead
2018-02-08 17:46:50	33	19	641	2387	19.42	125.63	1321	3	bus	dead
2018-02-08 17:46:51	34	20	850	3252	25.00	162.60	1322	3	bus	dead
2018-02-08 17:46:52	32	22	640	4486	20.00	203.91	1323	3	bus	dead
2018-02-08 17:46:53	31	20	607	2372	19.58	118.60	1324	3	bus	dead
2018-02-08 17:46:54	34	20	658	3076	19.35	153.80	1325	3	bus	dead
2018-02-08 17:46:55	39	20	727	2500	18.64	125.00	1326	3	bus	dead
2018-02-08 17:46:56	39	20	727	2724	18.64	136.20	1327	3	bus	dead
2018-02-08 17:46:57	35	20	659	2516	18.83	125.80	1328	3	bus	dead
2018-02-08 17:46:58	32	20	624	2836	19.50	141.80	1329	3	bus	dead
2018-02-08 17:46:59	33	20	657	2068	19.91	103.40	1330	3	bus	dead
2018-02-08 17:47:00	31	20	591	2500	19.06	125.00	1331	3	bus	dead
2018-02-08 17:47:01	34	20	658	2852	19.35	142.60	1332	3	bus	dead
2018-02-08 17:47:02	33	20	641	2916	19.42	145.80	1333	3	bus	dead
2018-02-08 17:47:03	33	20	673	4052	20.39	202.60	1334	3	bus	dead
2018-02-08 17:47:04	31	20	623	3460	20.10	173.00	1335	3	bus	dead
2018-02-08 17:47:05	30	20	590	4180	19.67	209.00	1336	3	bus	dead
2018-02-08 17:47:06	34	20	658	3732	19.35	186.60	1337	3	move	dead
2018-02-08 17:47:07	37	20	693	3108	18.73	155.40	1338	3	move	dead
2018-02-08 17:47:08	37	19	709	2691	19.16	141.63	1339	3	move	dead
2018-02-08 17:47:09	36	20	676	2804	18.78	140.20	1340	3	move	dead
2018-02-08 17:47:10	36	20	676	2340	18.78	117.00	1341	3	move	dead
2018-02-08 17:47:11	37	20	693	1668	18.73	83.40	1342	3	move	dead
2018-02-08 17:47:12	38	20	694	1908	18.26	95.40	1343	3	move	dead
2018-02-08 17:47:13	35	20	675	2100	19.29	105.00	1344	3	move	dead
2018-02-08 17:47:14	38	20	710	2516	18.68	125.80	1345	3	move	dead
2018-02-08 17:47:15	36	20	692	2340	19.22	117.00	1346	3	move	dead
2018-02-08 17:47:16	36	20	692	2180	19.22	109.00	1347	3	storm	dead
2018-02-08 17:47:17	18	17	354	1537	19.67	90.41	1348	3	storm	dead
2018-02-08 17:47:18	28	22	572	2246	20.43	102.09	1349	3	storm	dead
2018-02-08 17:47:19	33	20	641	2468	19.42	123.40	1350	3	storm	dead
2018-02-08 17:47:20	30	21	622	6501	20.73	309.57	1351	2	storm	dead
2018-02-08 17:47:21	29	20	541	3204	18.66	160.20	1352	2	move	dead
2018-02-08 17:47:22	30	20	590	2420	19.67	121.00	1353	2	move	dead
2018-02-08 17:47:23	34	20	674	2580	19.82	129.00	1354	2	bus	dead
2018-02-08 17:47:24	38	20	742	2628	19.53	131.40	1355	2	move	dead
2018-02-08 17:47:25	28	20	540	3172	19.29	158.60	1356	2	move	dead
2018-02-08 17:47:26	30	20	606	3732	20.20	186.60	1357	2	move	dead
2018-02-08 17:47:27	29	20	605	2980	20.86	149.00	1358	2	move	dead
2018-02-08 17:47:28	31	19	623	3587	20.10	188.79	1359	2	move	dead
2018-02-08 17:47:29	31	20	591	3540	19.06	177.00	1360	2	storm	dead
2018-02-08 17:47:30	30	20	590	3092	19.67	154.60	1361	2	bus	dead
2018-02-08 17:47:31	31	20	623	3156	20.10	157.80	1362	2	bus	dead
2018-02-08 17:47:32	30	20	590	3108	19.67	155.40	1363	2	bus	dead
2018-02-08 17:47:33	30	21	638	3413	21.27	162.52	1364	2	storm	dead
2018-02-08 17:47:34	28	22	572	6774	20.43	307.91	1365	2	bus	dead
2018-02-08 17:47:35	30	20	606	4660	20.20	233.00	1366	1	jump	dead
2018-02-08 17:47:36	32	20	640	772	20.00	38.60	1367	1	jump	dead
2018-02-08 17:47:37	32	20	608	724	19.00	36.20	1368	1	jump	dead
2018-02-08 17:47:38	32	20	592	756	18.50	37.80	1369	1	jump	dead
2018-02-08 17:47:39	32	20	640	628	20.00	31.40	1370	1	jump	dead
2018-02-08 17:47:40	32	20	624	836	19.50	41.80	1371	1	jump	dead
2018-02-08 17:47:41	33	20	609	740	18.45	37.00	1372	1	jump	dead
2018-02-08 17:47:42	34	20	642	708	18.88	35.40	1373	1	jump	dead
2018-02-08 17:47:43	34	20	658	676	19.35	33.80	1374	1	jump	dead
2018-02-08 17:47:44	34	20	642	644	18.88	32.20	1375	1	jump	dead
2018-02-08 17:47:45	33	20	625	564	18.94	28.20	1376	jump	dead
2018-02-08 17:47:46	32	20	624	468	19.50	23.40	1377	1	jump	dead
2018-02-08 17:47:47	33	20	625	356	18.94	17.80	1378	1	jump	dead
2018-02-08 17:47:48	15	13	271	237	18.07	18.23	1379	jump	dead
